pH,Temperature,Dissolved Oxygen,Electrical Conductivity,Turbidity,Nitrogen,Phosphorus,Potassium,Water Hardness,Label
5.7,19,8,1.8,1,14,6,21,51,1
6.2,21,6.1,1.9,0.8,17,6,22,80,1
6.2,22,6.2,1.8,0.7,13,4,23,99,1
6.5,21,8.2,1.8,0.6,19,6,24,75,1
5.6,21,7.1,2.4,0.8,13,6,18,54,1
5.5,20,6.4,1.9,0.8,19,5,23,86,1
6.2,19,7.6,2,1,12,3,23,94,1
5.9,20,8.5,1.9,0.7,16,6,21,52,1
6.5,19,7.7,2.1,0.8,10,4,24,56,1
6.1,22,7.4,2,0.7,20,5,19,68,1
5.6,20,6.2,2,0.8,13,5,24,72,1
6.3,21,7.9,2.2,0.6,17,5,22,71,1
6,18,7.5,2.1,0.7,15,5,21,50,1
6.4,22,6.5,1.7,0.8,18,5,19,73,1
5.9,22,8.1,2.5,0.5,16,3,24,66,1
6.5,19,7.8,2.3,0.7,14,3,24,69,1
5.9,20,8,2.4,0.6,16,3,21,81,1
5.7,20,8,2,0.6,20,5,19,91,1
5.8,20,7.3,1.8,0.8,20,3,18,55,1
5.6,19,7.5,2.4,1,10,6,21,91,1
5.6,20,6.4,1.7,0.6,17,6,23,63,1
6,19,7.1,1.5,0.9,15,4,23,77,1
6.2,22,7.7,1.6,0.6,17,4,21,83,1
6.5,22,6,1.9,0.7,14,6,23,99,1
6,19,8.1,1.8,0.9,20,4,18,79,1
5.9,20,8,2.4,0.8,14,3,20,87,1
5.7,21,7.9,2.3,1,14,6,22,56,1
6.4,18,7.4,2.3,1,19,5,20,86,1
6.5,21,6.8,1.9,0.8,13,3,20,67,1
6.3,22,7,2,0.5,14,3,22,85,1
6.2,21,6.8,2.1,0.9,11,6,21,92,1
6.2,18,7.8,1.7,0.9,14,3,22,75,1
6.1,19,6.9,1.7,0.6,11,5,23,67,1
6.2,18,6.6,2.3,0.5,17,5,18,55,1
6.2,19,8.1,2.1,0.7,13,6,20,62,1
5.9,19,6,2.2,0.8,11,3,18,83,1
5.6,19,7.4,1.8,0.7,19,3,18,93,1
6.5,19,6.5,2.4,1,16,4,19,72,1
5.8,19,7.8,1.6,0.8,18,6,22,99,1
5.8,19,7,2.2,0.6,17,4,23,50,1
6,22,6.4,2.5,0.5,16,3,23,50,1
6,22,8.4,2.3,0.5,19,3,20,90,1
5.8,21,8.4,2.3,0.7,14,5,21,57,1
6.1,22,8.2,1.9,0.9,12,5,22,100,1
6.2,18,6.8,1.8,0.7,12,5,19,100,1
5.9,20,8,2.4,0.9,16,5,21,94,1
5.7,18,7,2.4,0.7,18,4,22,77,1
6.2,19,7.2,2.1,0.8,16,5,22,63,1
5.8,18,6.3,1.8,0.8,10,3,21,89,1
6.4,19,6.2,1.7,0.8,17,4,22,50,1
5.7,18,7.5,1.6,0.8,15,3,20,64,1
5.6,20,8.1,1.6,0.9,12,6,20,52,1
6.2,19,6.6,2.1,0.8,13,4,18,58,1
5.7,18,7.1,2.3,0.7,13,5,20,89,1
5.6,18,7.5,1.5,1,19,5,22,95,1
5.5,21,6.2,2,0.9,10,3,21,76,1
6.4,21,8.4,1.5,0.9,11,6,20,87,1
5.8,19,7.9,1.5,0.8,16,6,20,60,1
5.8,21,7.6,1.5,0.7,15,3,24,88,1
5.7,21,6.7,2,0.7,10,4,22,74,1
5.5,22,7.8,1.9,0.7,19,6,20,95,1
6,18,6.8,2.1,1,17,4,19,88,1
6.4,20,6.7,2.2,0.9,20,6,22,79,1
6.2,19,8.4,2.4,0.6,20,6,18,90,1
5.9,20,6.9,1.8,1,11,5,18,66,1
6,19,7.9,1.9,0.8,10,6,19,74,1
6.3,18,6.3,2.5,0.9,13,5,18,80,1
5.8,22,7.6,1.6,0.9,12,3,24,55,1
6.5,20,7.5,2.1,0.7,14,5,22,83,1
5.9,22,6.9,1.8,1,18,6,24,92,1
5.9,22,7.8,1.8,0.5,15,5,20,76,1
6.5,20,7.3,1.8,0.9,15,5,19,90,1
6.2,20,7.8,1.5,0.9,18,4,23,89,1
6,19,8,2.4,0.6,11,6,24,94,1
5.9,22,8.3,2.5,0.7,14,6,22,72,1
5.6,18,8.5,2.1,0.5,12,3,21,84,1
6,21,8.3,1.8,0.9,18,6,18,84,1
6.4,18,8.3,2.3,0.8,11,5,23,56,1
6,22,6.8,1.8,0.6,13,3,23,90,1
5.6,21,8.1,2.4,0.6,10,4,21,52,1
5.8,22,7.3,1.6,0.8,10,6,20,63,1
5.8,21,8.4,2.1,0.6,14,5,24,96,1
5.6,19,6.2,2.2,0.8,10,6,23,61,1
5.6,19,7.5,2.1,0.9,15,4,18,79,1
5.7,22,6.5,2.3,1,20,4,19,74,1
6.5,22,6.3,1.6,0.6,16,3,21,51,1
6,20,7.7,2.5,0.5,11,5,21,83,1
6.4,19,6.6,1.5,1,12,6,24,88,1
6.4,22,7.5,2,0.9,10,4,23,100,1
6.4,19,6.2,2.2,0.7,13,5,19,63,1
5.8,18,7,2.3,1,16,6,23,55,1
6.1,22,6.8,2,0.9,10,3,24,69,1
6.5,20,8.4,2.5,0.7,16,6,23,60,1
5.6,22,6.5,1.7,0.7,19,5,20,84,1
6.1,21,7.3,2.3,0.7,16,6,22,74,1
5.9,22,8.3,2.4,0.6,16,6,21,60,1
6.5,22,8,1.6,0.6,15,4,21,68,1
5.8,22,6.3,2.3,0.8,19,4,18,86,1
5.8,18,7,2.4,0.5,17,3,20,99,1
6.1,20,7.8,2,0.9,14,4,24,60,1
6.2,19,8,2.2,0.9,13,3,22,95,1
6.2,22,7.3,2.1,0.6,11,5,23,82,1
5.9,21,6.4,2,0.9,11,5,21,63,1
6.4,21,7,1.9,0.7,20,4,18,68,1
5.7,20,6.9,2.2,0.8,12,6,19,79,1
6.1,20,6.9,1.9,1,19,3,24,62,1
5.6,19,8.4,1.8,0.7,17,5,18,52,1
6.5,22,8.3,2,0.6,10,4,18,69,1
6,22,7.7,2.1,0.9,13,3,23,95,1
6.1,18,7.8,1.9,0.8,17,4,24,83,1
6.5,18,7.2,2.2,0.9,18,3,24,59,1
6.3,22,6.2,2.2,0.5,17,6,20,63,1
5.7,18,6.2,1.9,0.8,11,5,24,53,1
6.1,18,7.7,2.3,1,15,3,24,86,1
6.2,19,7,1.9,0.6,19,3,20,54,1
5.8,22,7.6,2.2,0.9,17,6,19,59,1
5.9,22,6.9,2,1,16,6,18,79,1
5.7,21,6.1,2.4,0.7,14,3,20,99,1
5.7,19,6.9,2.1,0.9,12,3,22,85,1
5.7,22,6.3,1.5,0.6,14,5,22,67,1
6.1,22,7.5,2.1,0.9,13,4,24,58,1
6.1,18,6.8,1.9,0.8,11,5,18,88,1
5.9,22,7.9,2.3,0.8,18,4,19,51,1
6.5,18,7.7,2.2,0.6,17,3,21,76,1
5.5,19,8.4,2.2,1,14,6,20,66,1
5.5,18,8,2.1,0.8,15,4,19,61,1
5.8,22,6.8,1.9,0.5,20,4,22,77,1
6.3,19,7.9,2.1,0.8,17,3,18,62,1
6.4,19,8,1.9,1,14,4,18,61,1
6.2,19,8.1,2.2,0.9,14,4,18,100,1
5.7,18,8.1,1.7,0.9,19,3,22,99,1
5.7,21,7.5,2.5,0.6,13,4,19,54,1
6.1,20,6.5,1.7,0.9,20,6,24,90,1
6,22,6,2.2,0.5,16,6,23,89,1
5.5,20,7.4,2.1,0.9,12,5,22,95,1
5.8,20,6.6,2.1,0.8,17,6,19,56,1
6,21,8,2.1,0.8,17,4,23,81,1
6.4,22,8.1,1.6,0.5,10,6,20,65,1
6,21,8.3,2.2,0.5,14,5,24,55,1
6.4,22,6.8,1.7,0.7,17,6,19,90,1
5.8,21,6.9,2.4,0.6,11,3,21,59,1
5.5,19,6.6,1.7,1,12,5,20,75,1
6.3,19,7.6,2,1,10,6,20,75,1
5.9,19,7.7,1.6,0.5,12,4,20,60,1
6.4,22,6.3,2.1,0.7,18,6,20,85,1
5.7,18,7.4,1.8,0.7,12,4,22,64,1
6.3,21,8,2.2,0.8,12,3,22,53,1
5.8,19,7.6,1.9,0.5,15,4,21,64,1
5.9,18,6.9,1.9,0.8,14,4,23,94,1
6.1,18,6.3,1.7,0.8,17,6,19,86,1
5.9,22,8.1,1.6,1,20,6,20,77,1
6.1,21,7.8,2.1,0.6,11,4,20,57,1
6.1,18,8.1,1.7,0.6,16,5,19,75,1
6.2,19,7,2.1,0.6,14,5,18,50,1
6.2,18,6.8,2.4,0.9,13,5,24,92,1
5.7,21,7.8,2.1,0.9,20,5,21,87,1
5.6,20,7.7,2,0.9,13,4,24,94,1
6.5,21,7.4,1.6,0.9,17,4,18,67,1
5.6,21,7.9,1.8,0.9,13,6,24,91,1
5.9,18,6.8,2.2,0.9,16,5,20,96,1
6.2,20,8.2,2.3,0.5,13,3,22,83,1
6.3,22,8.4,2.2,0.7,17,6,20,60,1
6.1,21,7.7,2.1,0.5,10,4,23,100,1
6.2,21,6.7,1.7,0.8,19,4,19,60,1
5.8,18,8.3,2.3,0.9,17,6,20,100,1
6,21,6.6,1.7,0.8,14,6,19,76,1
5.8,18,7.4,1.8,0.8,20,5,19,71,1
6.4,19,8,1.8,0.8,19,3,19,62,1
5.8,18,8.5,2,0.8,14,4,23,100,1
6.2,20,8.4,1.9,0.5,17,4,24,55,1
5.7,22,7.8,2.4,0.9,14,4,23,72,1
6.1,22,7.8,1.5,0.7,15,3,22,81,1
5.8,20,8.2,2,1,19,4,22,83,1
6.5,20,6.6,1.5,0.7,18,3,18,59,1
5.6,18,7.1,2.4,0.7,14,4,18,96,1
6,18,7.6,2.2,0.6,14,3,20,78,1
6.2,20,6.5,2.5,0.8,13,4,18,57,1
5.7,18,7.5,2,0.8,10,3,18,77,1
6.3,20,8.5,1.9,1,12,4,23,59,1
6.2,21,8.5,2,0.6,11,6,22,98,1
6.1,21,7.3,1.8,0.5,11,5,19,91,1
6,20,8.4,1.5,0.9,20,5,19,64,1
6.2,18,8.4,2.3,0.8,18,4,22,58,1
5.8,21,7.7,2,0.8,18,5,19,88,1
6.4,20,6.9,1.8,0.7,12,5,19,58,1
5.8,21,7.3,2.3,0.8,11,4,18,93,1
5.7,18,7,1.6,0.6,17,3,22,69,1
5.7,22,7.3,1.6,0.8,18,5,21,88,1
5.6,21,6.1,1.7,0.7,10,6,21,92,1
5.6,18,8.1,1.8,0.7,16,4,22,79,1
5.6,21,6.3,2,0.7,10,5,21,67,1
6.5,20,8.5,1.9,0.9,20,5,19,86,1
5.6,18,6.1,1.9,0.8,12,4,18,84,1
6,19,7.3,2.2,1,15,5,21,95,1
5.8,21,7.7,1.9,0.9,17,6,19,84,1
5.9,20,6.5,2.5,0.9,18,6,24,82,1
5.7,19,7.8,2.1,0.7,14,6,18,85,1
5.5,22,8.3,2,0.9,12,4,21,73,1
6,19,6.9,1.5,0.9,12,6,22,59,1
5.6,20,7.6,1.5,0.7,14,3,21,96,1
6.3,18,6.2,2.3,1,20,4,19,75,1
6.2,22,6.2,1.8,0.5,14,3,20,60,1
6.2,19,8.3,1.9,0.8,18,6,23,96,1
6.2,19,6.3,1.9,0.6,11,5,22,94,1
6,18,7,2.1,0.8,17,3,24,59,1
5.8,19,6.8,1.9,0.9,10,3,19,62,1
6.1,21,6.2,2.4,1,19,6,19,74,1
5.7,20,6.8,1.6,0.8,16,5,23,51,1
6.1,21,6.8,2.4,0.5,18,4,22,69,1
6.4,20,8.4,1.7,0.9,16,6,23,57,1
5.6,19,7.7,2.1,0.7,10,5,22,90,1
6.4,22,8.5,1.7,0.7,10,6,21,73,1
6.3,22,7.5,2.2,0.9,14,5,22,82,1
5.9,19,7.8,1.8,0.8,19,6,19,73,1
6,19,7,2.1,0.6,12,4,20,52,1
6.2,18,8.1,1.8,0.6,16,3,23,50,1
5.8,20,7.8,2.1,1,11,4,21,79,1
5.6,18,7.1,1.6,0.9,13,4,23,61,1
6.1,19,6.3,1.5,1,20,6,22,65,1
6.3,18,6.9,1.9,0.6,13,4,24,58,1
5.9,20,6.7,2.2,0.6,10,4,19,68,1
6.4,19,6.9,2.1,0.8,15,6,18,76,1
5.7,21,6.5,1.6,0.8,18,4,18,96,1
6.2,21,6.7,1.8,0.6,17,4,18,87,1
5.7,20,6.3,1.9,0.9,17,4,18,93,1
6.2,22,6.8,2.1,0.7,13,4,23,52,1
6,20,6.5,1.6,0.9,15,4,23,79,1
6.1,18,7,1.6,0.7,20,5,19,85,1
6.4,18,6.4,1.6,0.7,20,3,20,99,1
6.3,18,6.9,2.4,0.6,14,4,24,64,1
5.6,20,6.8,2.2,0.5,10,3,19,91,1
6.2,21,7.6,2.2,0.7,19,3,19,70,1
6.1,22,7.6,2.1,1,17,3,18,53,1
5.9,18,7.1,1.6,0.6,15,5,24,68,1
5.6,22,6.3,1.5,0.5,17,4,23,88,1
6.1,21,8,1.6,1,19,5,23,87,1
6.3,20,8.5,2.3,0.6,18,3,21,88,1
5.7,22,7.9,2,0.9,15,6,24,63,1
6.2,20,8.3,2,0.8,16,5,21,68,1
5.6,18,6.4,2.3,0.6,14,4,19,89,1
6.4,21,8.4,1.7,0.5,11,5,23,71,1
5.8,22,7.1,1.5,0.6,20,4,21,64,1
6.2,20,8.4,1.7,0.8,15,5,24,92,1
6.1,18,8.2,2.3,0.7,19,6,22,68,1
6.5,22,6.1,1.8,0.6,14,5,23,53,1
6.4,19,6.9,2,0.9,17,6,21,93,1
6,18,6.3,2.3,0.6,10,4,21,57,1
5.6,19,8.3,1.8,0.7,20,6,21,93,1
5.9,20,7.2,2.1,0.9,17,4,18,96,1
6.3,21,8.4,1.9,0.9,20,6,24,94,1
6,19,6.8,1.8,0.7,19,6,19,57,1
6.3,22,7.9,2.3,0.9,17,4,20,61,1
6.4,20,6.4,2.2,0.5,18,6,18,69,1
5.6,20,6.1,2.1,0.5,15,3,24,57,1
6.5,20,7.7,2.4,0.9,11,5,23,58,1
6.3,19,6.9,2.1,0.8,16,5,22,86,1
6.5,18,6.7,2.3,0.6,10,6,24,87,1
6.5,19,6.3,1.9,0.9,20,5,24,59,1
5.9,18,8.1,1.9,0.7,20,6,20,61,1
5.5,19,8.1,2.1,0.6,12,5,23,99,1
6.1,18,6.6,1.7,0.6,15,4,18,53,1
6.1,22,7.8,2,0.7,14,4,19,83,1
6,21,6.9,2,0.8,20,6,19,68,1
5.5,20,7.9,2.2,0.6,19,3,23,68,1
6,19,7.6,1.6,0.7,13,4,23,59,1
6.5,21,7.6,2.2,0.5,19,5,21,70,1
