pH,Temperature,Dissolved Oxygen,Electrical Conductivity,Turbidity,Nitrogen,Phosphorus,Potassium,Water Hardness,Label
6.14,21.27,6.92,1631.89,4.06,27.12,12.04,6.15,90.23,1
16.36,11.74,13.44,1191.54,13.73,55.76,3.96,26.28,56.35,0
5.63,22.74,8.65,1550.69,4.3,31.52,14.81,5.35,119.91,1
6.3,20.7,6.7,1788.02,1.94,37.24,14.36,16.79,88.09,1
6.23,23.88,7.38,1265.2,3.52,43.71,12.32,13.46,115.49,1
9.57,30.02,13.73,1190.12,8.04,56.93,19.4,4.47,51.24,0
0.75,30.82,0.11,1801.47,7.99,10.35,20.69,20.13,52.75,0
9.83,27.28,15.03,1801.98,6.65,15.09,16.45,-1.82,129.32,0
4.06,31.63,0.59,1199.24,-3.46,50.54,19.48,-4.05,123.82,0
2.87,19.81,-2.6,1190.3,-8.64,52.58,23.29,22.04,58.04,0
0.89,27.34,1.3,1809.37,-1.76,59.91,3.84,1.67,58.15,0
6.16,24.5,9.2,1519.47,3.32,43.0,7.74,11.69,107.83,1
5.59,20.45,8.07,1497.15,2.25,38.88,7.16,7.18,64.14,1
6.42,23.74,7.34,1381.38,1.02,33.88,14.06,5.97,74.17,1
6.18,21.55,6.46,1203.64,1.38,27.71,13.74,17.92,104.71,1
9.02,17.87,12.67,1805.39,-5.87,16.01,0.87,24.9,54.56,0
9.91,14.81,1.59,1198.22,8.55,18.48,23.33,-3.1,55.39,0
11.67,10.36,11.39,1804.51,-3.98,16.58,15.97,27.94,52.21,0
7.03,13.2,2.78,1197.39,-0.88,53.61,22.59,4.57,122.63,0
5.84,22.74,9.03,1696.19,2.86,44.75,5.5,14.28,64.63,1
6.01,23.33,8.61,1615.34,4.32,36.78,7.63,18.23,114.32,1
6.12,22.3,6.25,1398.41,4.08,33.61,11.52,18.38,109.49,1
6.23,20.87,7.6,1369.54,4.45,30.01,9.04,18.86,66.51,1
6.29,20.23,8.12,1652.71,3.08,40.41,7.16,5.59,64.89,1
5.69,24.34,9.47,1651.99,2.42,31.24,6.16,13.43,65.91,1
6.95,14.54,-2.03,1194.67,-8.53,57.54,17.44,24.43,129.09,0
5.6,21.01,6.63,1258.36,2.54,22.49,10.6,13.19,61.89,1
-2.14,29.01,-0.36,1190.49,0.45,12.59,15.2,-4.72,58.49,0
6.21,21.83,8.55,1306.28,1.4,39.83,6.81,14.71,109.55,1
5.87,24.33,7.37,1648.32,1.41,36.55,10.46,5.48,71.07,1
5.71,24.01,6.89,1654.82,3.75,37.31,7.83,9.86,82.55,1
6.34,21.7,6.3,1343.38,4.14,49.66,10.07,8.28,74.24,1
2.26,31.33,12.15,1803.25,12.56,57.52,1.57,24.76,124.33,0
5.51,20.86,7.43,1621.02,4.62,27.98,14.84,9.31,71.4,1
5.73,20.27,7.87,1249.42,4.67,48.02,9.75,18.3,76.36,1
5.7,24.4,7.84,1603.15,1.56,24.05,11.73,17.28,117.75,1
6.42,22.26,8.6,1732.33,2.58,33.85,9.81,16.1,114.55,1
-4.46,11.48,0.48,1804.6,-1.59,19.78,21.94,-0.71,122.07,0
5.8,22.09,7.96,1506.71,2.82,21.48,7.5,17.94,105.17,1
1.33,17.83,1.65,1805.74,14.92,11.98,18.06,-4.47,58.4,0
2.76,15.98,12.43,1808.44,-8.55,12.92,18.94,4.49,123.35,0
13.83,26.99,-1.12,1806.19,-3.23,50.42,0.56,-0.1,126.99,0
6.22,22.97,9.57,1594.4,1.4,46.47,7.73,15.3,65.17,1
9.27,17.72,10.28,1199.09,11.16,56.41,3.9,21.06,59.78,0
5.57,24.54,8.19,1513.87,2.54,26.53,11.92,15.5,115.36,1
0.53,12.5,11.02,1198.9,0.84,12.73,16.24,22.45,125.7,0
10.59,31.32,18.79,1803.99,10.43,54.04,-2.49,-3.49,123.77,0
5.91,20.49,7.99,1623.67,2.07,41.76,8.29,11.02,79.66,1
6.2,21.14,9.48,1643.82,1.21,24.66,5.35,9.64,81.2,1
16.24,19.85,17.5,1802.63,13.26,56.1,2.25,0.47,125.36,0
-1.0,12.0,17.92,1195.7,9.38,55.91,1.85,4.36,52.39,0
5.94,20.75,8.52,1517.86,1.11,34.34,6.33,16.57,60.18,1
6.13,20.58,6.45,1546.18,2.64,25.75,6.37,17.65,83.27,1
1.3,34.86,11.65,1802.23,-8.17,13.73,-4.35,-1.83,57.06,0
6.39,21.2,8.87,1359.22,1.52,25.86,7.09,7.73,69.52,1
5.59,23.61,7.87,1646.44,2.88,32.47,7.13,14.18,90.53,1
6.45,24.56,9.39,1739.26,2.12,31.69,7.99,12.96,70.69,1
15.05,29.22,15.57,1193.19,-4.66,55.32,20.92,3.49,57.69,0
6.4,22.5,9.16,1656.21,4.35,48.03,13.44,17.77,112.37,1
5.77,21.15,6.08,1329.3,4.16,33.78,11.91,16.31,74.92,1
14.46,27.32,3.64,1197.88,12.97,10.82,15.91,22.92,59.71,0
8.48,16.07,-1.87,1807.18,0.41,10.65,-4.77,27.64,58.94,0
6.28,20.61,9.91,1362.31,2.35,31.5,12.04,9.97,116.57,1
5.69,22.02,6.35,1532.16,4.32,46.13,12.34,8.43,78.55,1
5.96,23.46,6.62,1754.0,4.53,23.27,8.64,15.18,61.3,1
5.89,21.56,6.66,1451.41,3.44,30.53,13.73,14.77,102.63,1
5.95,23.56,9.07,1239.62,3.77,46.58,5.81,13.74,111.27,1
2.9,26.56,2.17,1193.64,13.25,12.51,-0.8,24.43,122.22,0
3.24,34.07,-0.7,1197.09,13.31,14.84,-2.64,28.35,128.8,0
6.41,20.31,9.41,1495.2,4.03,46.81,6.5,16.63,82.96,1
6.32,20.15,8.6,1655.4,3.23,31.88,6.0,18.18,108.47,1
6.31,22.0,7.74,1759.52,1.7,24.59,5.45,7.11,104.85,1
3.56,19.17,2.63,1800.22,0.4,11.03,15.21,-4.99,54.85,0
13.35,25.85,12.64,1199.85,13.38,59.22,2.14,1.32,59.38,0
5.54,20.85,6.08,1724.03,3.54,26.9,7.1,11.28,102.17,1
12.31,12.47,18.6,1807.36,-6.7,54.47,24.39,27.16,57.01,0
5.74,20.15,9.5,1621.88,4.63,48.76,11.62,15.32,62.5,1
5.74,21.14,9.26,1494.93,2.31,30.9,5.82,15.71,93.72,1
5.69,23.41,8.5,1404.42,1.94,49.36,12.48,10.33,74.39,1
4.55,16.29,3.65,1197.05,-2.87,52.88,1.76,-0.17,53.6,0
5.87,24.63,9.59,1689.95,3.88,46.66,8.97,12.54,83.8,1
6.03,20.3,8.96,1294.66,4.57,37.55,11.92,17.54,108.63,1
6.09,20.25,8.1,1201.61,4.04,46.92,12.86,5.55,67.5,1
6.11,20.67,8.72,1361.76,2.99,33.9,11.4,17.6,78.7,1
5.83,20.06,8.46,1609.5,1.43,35.61,8.07,15.27,69.94,1
5.66,23.71,7.78,1776.37,4.23,43.2,9.59,16.89,84.55,1
6.0,24.13,6.27,1764.7,1.98,20.47,8.22,7.52,103.43,1
6.5,21.78,8.61,1267.15,2.87,43.56,14.4,11.75,104.9,1
6.46,22.05,8.33,1510.02,1.5,42.67,12.04,18.43,69.06,1
5.69,23.24,8.3,1725.69,3.19,36.15,10.99,13.4,68.97,1
5.73,22.7,6.52,1639.96,1.14,33.92,13.94,13.99,65.15,1
6.19,23.93,6.5,1220.6,4.53,28.71,5.27,18.3,110.56,1
6.18,22.51,6.23,1750.83,2.25,26.25,5.65,6.59,87.72,1
5.82,22.1,7.5,1334.9,3.94,23.88,10.85,8.43,84.0,1
6.42,22.65,9.29,1558.97,3.93,33.71,14.78,5.82,111.52,1
5.78,21.47,9.51,1769.58,4.3,40.05,13.41,10.54,111.77,1
5.51,21.36,9.95,1570.53,2.5,43.99,12.94,19.54,97.95,1
3.18,19.17,17.45,1195.54,-4.59,55.88,3.14,-3.95,129.03,0
9.54,19.37,11.51,1191.0,-5.11,12.43,3.07,0.49,126.72,0
6.87,27.71,3.26,1801.41,-3.0,13.17,21.78,1.96,124.74,0
6.25,22.43,7.49,1768.23,3.94,26.75,13.68,13.87,81.87,1
4.68,13.42,3.42,1190.78,10.43,13.55,18.44,1.79,126.68,0
13.68,17.72,-0.6,1198.08,5.67,59.25,21.58,3.36,124.17,0
0.97,34.0,2.99,1808.05,-5.61,11.61,19.94,23.88,123.07,0
5.82,21.8,6.63,1511.03,4.39,31.47,11.53,7.82,117.52,1
5.55,24.57,6.59,1690.1,3.21,29.6,11.02,5.99,96.41,1
6.32,24.91,6.85,1602.83,3.05,33.88,11.46,9.42,60.99,1
15.92,16.81,11.56,1805.18,12.91,15.19,-4.41,-4.16,129.47,0
-2.92,29.69,-1.54,1808.88,-4.02,54.47,-3.07,-2.79,123.81,0
6.27,21.22,9.61,1258.78,4.05,39.29,11.66,16.04,87.0,1
1.79,12.0,17.27,1191.39,11.61,14.29,18.49,29.76,58.18,0
-3.05,30.41,-0.57,1196.86,-1.71,58.81,19.61,25.19,120.25,0
6.08,21.55,9.72,1799.42,1.55,29.67,7.11,8.34,102.58,1
-0.93,25.77,4.65,1807.29,7.57,50.83,0.16,25.95,52.28,0
6.48,24.07,7.78,1377.49,4.92,43.65,6.16,10.91,78.81,1
6.13,24.27,7.03,1638.99,3.5,43.99,7.34,17.63,100.22,1
5.76,23.06,7.94,1556.71,3.76,38.25,7.04,15.58,91.5,1
6.0,21.04,9.43,1409.45,2.0,29.36,12.05,13.48,91.89,1
5.52,20.98,9.68,1219.03,1.79,33.57,8.8,7.48,94.8,1
2.54,30.62,13.02,1199.45,-0.88,19.24,21.04,-4.12,124.83,0
7.73,27.93,4.46,1808.34,-4.55,11.82,-1.24,3.9,121.93,0
-0.58,32.22,-0.97,1807.65,14.23,10.61,23.72,4.75,51.14,0
15.81,30.0,0.69,1809.97,11.82,54.55,20.94,3.97,125.79,0
6.38,24.12,8.14,1519.11,4.59,29.42,11.59,17.86,68.5,1
14.25,26.31,3.45,1198.09,6.11,55.22,15.22,2.55,51.53,0
-2.94,29.44,13.7,1196.69,-0.66,57.93,16.01,28.78,54.21,0
4.35,13.66,-3.89,1804.04,-7.76,17.09,2.67,20.67,126.63,0
5.96,22.35,7.43,1203.44,1.89,39.21,14.51,18.89,80.89,1
5.74,23.7,8.06,1216.82,2.38,23.35,10.98,10.36,117.51,1
5.59,21.86,6.15,1246.25,2.97,20.12,13.45,11.42,83.66,1
4.56,17.36,14.5,1198.96,9.47,55.1,-2.37,-0.11,59.67,0
1.11,31.11,-1.82,1191.8,-3.32,55.31,-0.95,21.16,129.09,0
-2.12,33.14,19.92,1805.8,-8.6,50.13,-1.43,21.03,125.85,0
5.79,24.47,8.19,1555.75,4.4,25.74,7.03,18.49,90.78,1
14.4,27.21,15.17,1194.91,-3.9,52.13,-2.89,-2.92,58.81,0
6.39,22.17,9.88,1767.92,3.82,40.44,14.01,13.74,118.36,1
2.53,15.55,5.19,1194.95,14.23,15.05,22.35,29.66,56.36,0
7.45,29.21,19.43,1194.18,5.53,54.29,1.64,26.36,128.04,0
5.61,22.64,9.06,1246.58,3.5,40.88,12.59,17.76,90.5,1
6.34,22.46,9.62,1456.66,4.73,28.32,10.93,10.47,72.67,1
11.06,16.09,14.65,1805.04,9.25,56.7,-3.78,20.85,53.75,0
5.8,22.54,6.18,1391.68,4.71,35.79,11.5,10.24,86.46,1
7.0,31.74,3.38,1805.71,-7.56,52.82,0.15,-0.58,122.08,0
6.24,21.55,6.7,1660.14,4.85,28.36,5.99,18.85,76.27,1
5.7,23.1,8.52,1540.64,3.96,49.76,12.08,5.09,84.63,1
11.44,31.17,19.61,1193.32,-2.15,18.39,-2.17,23.27,126.88,0
10.51,18.67,10.5,1199.13,14.6,50.39,17.63,26.47,53.65,0
1.71,11.41,18.0,1192.65,5.8,19.2,23.58,0.51,129.45,0
6.14,24.08,6.23,1247.24,2.66,32.68,7.83,9.36,93.16,1
4.72,18.89,2.43,1195.62,7.89,58.14,-3.69,3.69,127.45,0
-0.46,31.61,16.69,1198.69,-4.14,11.92,-4.47,27.73,59.39,0
5.68,21.97,6.19,1432.44,4.33,26.97,11.8,10.88,73.37,1
-3.74,14.81,12.18,1193.36,-8.0,11.71,21.91,-3.02,57.78,0
9.71,16.94,-3.97,1801.29,7.2,57.1,1.55,29.23,128.6,0
5.83,23.67,8.07,1300.68,3.97,47.51,12.33,10.86,84.33,1
4.35,18.74,-2.76,1195.02,6.04,11.3,-1.47,24.32,55.27,0
13.99,17.08,18.1,1801.81,7.15,15.47,-4.29,0.07,59.31,0
12.11,26.94,2.49,1190.87,0.78,56.05,4.17,-2.41,125.61,0
-3.71,13.58,14.82,1806.56,6.06,50.21,-0.23,3.03,59.25,0
10.17,29.18,0.05,1196.53,-3.72,12.99,20.15,27.22,128.78,0
5.99,22.7,7.69,1493.05,1.18,24.46,7.36,7.81,70.23,1
8.96,28.18,5.33,1807.71,-0.5,59.21,15.19,-4.66,50.61,0
6.05,24.14,7.17,1311.86,2.41,33.49,14.82,6.5,66.26,1
2.5,29.76,13.59,1805.13,12.46,51.78,-3.16,0.73,50.74,0
13.72,32.4,5.02,1190.51,7.11,51.11,18.46,28.63,54.91,0
8.18,32.99,14.2,1809.64,8.93,55.04,21.0,-4.94,51.94,0
7.57,14.08,-1.64,1192.57,0.42,59.99,-2.02,27.14,53.77,0
7.15,28.12,3.22,1191.61,11.0,52.05,17.74,26.89,126.03,0
16.38,19.73,4.23,1196.71,-5.92,54.12,3.7,0.48,52.22,0
5.7,23.84,6.25,1447.6,1.85,45.28,9.01,9.05,115.5,1
-1.4,14.88,12.92,1800.86,7.35,12.57,3.52,4.73,58.5,0
10.56,34.38,14.26,1198.8,5.83,13.9,18.41,-2.16,124.78,0
7.96,11.26,3.46,1808.14,13.62,11.57,-0.49,24.34,125.88,0
-3.19,31.29,16.5,1191.14,8.12,51.85,19.51,21.74,54.73,0
5.97,21.79,6.82,1661.32,4.18,21.7,13.68,10.58,80.22,1
6.21,21.68,9.08,1302.73,3.76,32.35,6.4,12.16,104.09,1
6.31,24.71,7.55,1627.68,4.55,30.82,14.63,9.16,91.24,1
4.21,14.52,1.32,1806.21,9.66,15.72,21.3,-0.14,123.29,0
5.56,23.66,7.17,1478.91,2.77,46.07,9.48,19.34,68.6,1
5.87,24.74,6.0,1757.55,4.7,33.85,8.73,11.35,103.12,1
8.55,31.45,2.4,1802.74,-0.13,12.14,16.88,3.25,126.66,0
-0.01,32.92,4.88,1803.4,-7.72,57.42,18.18,-1.83,120.21,0
6.74,13.2,-3.99,1802.03,7.55,12.34,-0.36,21.78,122.79,0
6.3,22.34,9.38,1282.26,3.81,46.91,9.43,16.1,96.93,1
5.87,20.41,6.05,1494.39,4.33,36.16,12.13,19.19,96.73,1
-3.59,34.09,-1.26,1804.45,5.49,17.13,16.24,-0.02,126.33,0
6.22,24.26,6.97,1783.77,2.06,30.12,10.84,9.16,64.15,1
0.57,14.08,15.9,1195.15,8.13,55.86,0.15,-0.47,123.02,0
6.26,21.39,6.61,1585.94,1.8,24.49,6.29,6.55,108.76,1
-1.39,31.91,19.31,1808.03,-2.66,52.09,23.04,21.98,129.38,0
4.85,12.21,10.81,1194.52,14.61,12.34,19.13,24.67,54.62,0
12.87,14.46,-2.36,1198.47,13.0,58.65,21.89,25.6,50.99,0
5.95,20.54,7.55,1651.21,1.68,30.51,10.29,7.47,85.6,1
5.61,23.88,6.37,1733.41,4.27,32.09,11.77,11.56,72.08,1
-1.54,18.88,5.82,1809.2,14.92,58.15,4.56,3.07,121.48,0
0.08,30.7,4.74,1190.56,-8.93,14.28,1.3,-3.02,57.86,0
5.95,24.32,7.23,1638.33,2.72,38.36,14.88,18.95,84.04,1
5.61,23.15,9.23,1553.72,4.33,25.04,7.33,19.57,87.64,1
5.72,21.55,6.4,1369.97,4.13,47.16,14.66,9.41,102.67,1
6.47,24.75,6.78,1571.78,3.9,38.09,13.07,19.75,102.66,1
0.34,17.96,11.43,1199.25,-2.26,17.45,1.42,-3.18,56.84,0
5.56,21.44,6.95,1347.66,3.88,31.95,10.05,12.52,61.39,1
5.76,20.26,6.79,1357.65,3.77,24.23,5.28,10.98,109.83,1
5.83,20.42,7.76,1245.68,3.22,31.92,11.65,19.33,85.11,1
13.07,25.31,-0.44,1806.84,-6.11,11.18,19.03,24.89,120.13,0
15.75,15.24,13.34,1803.95,0.62,15.12,0.33,20.72,125.7,0
6.11,24.12,7.71,1769.6,4.76,49.72,14.05,17.67,68.98,1
5.91,24.45,7.73,1580.7,4.05,37.1,12.86,14.14,110.06,1
6.15,21.42,8.47,1690.38,1.04,45.22,11.48,13.62,78.11,1
2.09,29.47,10.4,1806.74,8.09,52.98,4.05,21.97,126.76,0
6.1,22.78,9.86,1689.35,3.09,47.11,8.9,10.1,104.87,1
7.68,17.05,15.98,1805.73,-7.26,11.39,17.88,-2.23,127.8,0
8.91,19.24,-1.66,1806.32,11.41,10.75,2.41,22.81,52.72,0
5.59,23.39,6.49,1553.56,1.25,31.0,7.16,15.36,114.35,1
6.17,23.11,9.3,1534.28,2.66,48.72,13.51,7.09,91.68,1
0.56,14.74,5.03,1804.21,13.56,12.27,3.98,21.71,121.88,0
-2.08,11.41,-3.54,1800.21,-5.75,18.09,17.51,3.39,54.46,0
4.19,16.78,17.85,1196.88,-2.11,51.41,22.56,25.66,124.71,0
-2.46,26.97,19.18,1804.91,-7.17,59.89,18.14,25.4,125.61,0
-3.71,34.63,16.48,1193.87,-6.4,11.42,16.88,22.86,128.37,0
6.17,23.15,7.26,1278.27,3.44,48.56,7.36,17.11,105.78,1
6.0,20.56,6.72,1345.82,4.53,22.82,11.37,15.37,68.63,1
5.96,21.76,6.82,1778.12,3.27,45.86,9.29,9.87,76.77,1
2.75,25.36,-0.62,1808.28,-1.24,12.77,23.9,25.71,129.57,0
5.6,21.76,6.36,1400.5,2.71,43.69,11.7,19.73,88.7,1
6.34,24.56,6.14,1220.16,1.03,31.33,13.56,9.5,85.76,1
13.71,13.33,-2.09,1808.72,-2.44,53.12,22.12,21.32,58.52,0
9.24,33.06,0.35,1197.03,10.11,17.97,-1.17,28.73,59.49,0
5.75,23.88,9.52,1331.5,4.89,22.84,13.75,18.4,83.57,1
5.63,23.88,6.85,1291.47,1.95,25.26,6.26,12.88,94.45,1
5.7,22.06,7.31,1641.11,4.2,37.3,10.27,6.07,69.49,1
5.7,24.68,7.77,1599.8,1.7,31.03,11.72,13.73,66.41,1
5.72,24.74,9.34,1655.6,1.62,29.35,9.01,19.24,115.27,1
3.19,26.58,11.68,1194.59,-0.01,18.01,22.46,21.5,121.28,0
5.7,21.6,7.5,1524.33,1.34,48.72,7.99,9.24,101.79,1
5.65,21.46,8.52,1496.37,4.21,29.95,14.0,10.32,71.04,1
5.93,22.49,9.05,1323.8,1.78,26.21,14.99,8.62,72.09,1
7.37,11.62,16.24,1808.23,11.93,10.76,24.37,26.28,120.61,0
-1.77,11.48,2.18,1192.62,14.2,11.22,2.97,0.89,129.85,0
5.56,23.12,8.8,1488.76,3.19,49.85,8.52,15.17,79.23,1
7.64,27.39,4.96,1804.02,9.57,54.89,15.84,26.21,125.96,0
15.77,34.14,2.69,1195.82,-8.31,50.49,2.36,1.06,55.77,0
5.57,24.06,7.83,1276.46,1.97,45.99,11.0,14.76,74.61,1
6.1,23.03,9.25,1265.7,4.53,23.27,7.18,12.03,115.26,1
15.53,11.73,4.7,1808.07,12.19,15.61,21.63,20.63,51.15,0
6.88,19.6,-0.97,1808.72,-8.38,15.6,0.7,-1.98,57.34,0
6.48,20.65,6.78,1730.66,3.23,40.16,5.79,13.12,84.39,1
13.49,14.75,13.67,1190.13,6.38,17.77,23.55,29.17,124.61,0
6.44,23.04,9.88,1523.35,2.79,20.34,12.96,14.64,97.59,1
5.97,23.21,8.5,1470.0,2.4,41.41,10.36,12.06,64.18,1
5.68,23.48,6.99,1402.28,3.88,29.81,8.15,12.04,115.7,1
6.43,23.77,6.01,1703.75,1.77,40.54,5.53,18.86,93.94,1
6.27,21.83,6.52,1219.62,4.14,42.48,5.05,13.11,91.51,1
6.09,20.7,9.28,1257.17,2.64,32.42,5.27,14.63,94.31,1
-4.4,13.98,-1.57,1194.41,6.2,52.54,-3.51,3.1,55.85,0
6.41,23.88,7.82,1499.9,4.83,49.72,7.98,17.0,75.84,1
1.3,27.01,19.37,1199.81,-7.35,12.74,0.41,2.16,53.46,0
5.94,24.9,8.15,1228.18,2.66,23.16,14.84,8.43,72.84,1
13.05,12.16,-2.09,1806.69,6.63,55.92,1.86,4.62,53.85,0
