pH,Temperature,Dissolved Oxygen,Electrical Conductivity,Turbidity,Nitrogen,Phosphorus,Potassium,Water Hardness,Label
-1.38,19.69,3.34,1800.38,6.37,17.31,22.58,22.68,51.73,0
6.15,20.25,7.27,1680.53,3.0,20.12,8.95,10.03,110.14,1
6.13,20.91,8.21,1220.5,1.32,44.91,11.13,12.24,99.27,1
6.37,20.13,8.83,1347.52,1.04,43.75,11.05,8.28,98.2,1
5.59,20.78,7.25,1762.9,2.16,26.26,5.02,7.3,106.32,1
6.5,23.65,9.03,1552.91,1.72,38.82,9.79,12.6,110.54,1
1.78,17.97,-2.79,1807.89,-6.9,55.42,19.61,25.78,122.14,0
12.33,27.91,19.67,1804.83,9.7,54.23,0.38,2.94,125.0,0
5.69,20.56,7.83,1685.97,3.44,30.86,8.83,13.31,112.81,1
5.59,22.24,9.54,1749.62,2.29,48.49,13.76,9.47,64.24,1
6.26,20.8,9.25,1273.25,4.02,42.55,8.21,8.68,118.94,1
6.1,22.45,9.61,1488.5,3.76,33.14,14.66,17.97,96.4,1
6.48,20.86,9.31,1676.51,4.21,26.37,13.03,11.15,97.36,1
2.54,27.34,4.43,1195.73,-8.28,17.03,-1.5,-3.37,51.41,0
3.99,11.65,17.56,1804.08,9.67,15.08,-3.38,28.53,123.22,0
7.87,18.37,18.17,1193.06,-6.63,14.95,15.25,-4.52,124.44,0
-3.91,16.26,0.04,1197.76,-8.35,58.72,15.86,-1.44,128.94,0
5.13,10.12,2.29,1198.4,9.05,59.36,23.86,26.66,129.64,0
0.19,14.34,5.77,1197.26,-8.96,59.1,19.23,-0.29,55.31,0
13.54,18.38,19.94,1802.55,6.08,54.95,2.96,0.35,129.26,0
5.77,20.08,9.37,1372.28,4.22,28.77,12.22,15.87,115.59,1
6.0,22.02,7.53,1222.68,2.29,38.03,12.44,7.6,69.27,1
3.07,30.0,-0.81,1807.44,-5.17,59.4,-2.82,4.17,59.67,0
10.48,27.42,19.69,1194.12,-4.06,53.77,24.9,23.78,124.95,0
7.39,10.7,-3.04,1804.36,-2.52,10.77,4.75,24.72,124.62,0
6.04,20.96,8.74,1410.97,1.67,39.95,13.07,17.64,75.74,1
5.12,25.77,14.22,1808.98,0.29,14.62,22.17,24.33,55.02,0
5.83,23.19,6.52,1214.19,1.72,22.72,14.15,9.39,95.19,1
0.65,30.78,11.63,1806.14,11.24,56.61,0.57,-1.26,125.54,0
6.41,24.89,9.45,1245.8,3.13,36.7,13.3,14.76,117.96,1
3.73,33.23,11.39,1805.47,-2.27,57.77,2.81,-0.38,121.75,0
10.31,13.36,3.64,1199.78,6.51,17.15,17.35,1.26,126.99,0
0.73,11.55,1.29,1196.57,6.63,58.03,-0.4,26.3,127.31,0
-4.39,13.68,17.89,1191.83,12.95,13.97,19.99,4.05,122.03,0
6.46,23.14,6.43,1258.59,2.16,22.59,8.31,13.21,64.5,1
14.63,17.92,5.84,1809.21,-2.64,59.48,0.69,22.59,54.48,0
6.16,23.96,7.63,1746.61,3.68,40.34,9.63,5.73,106.69,1
6.16,23.21,8.08,1362.89,2.81,21.14,9.75,10.08,106.68,1
0.67,15.69,12.83,1801.0,7.74,18.11,1.28,-0.87,51.88,0
6.2,21.05,10.0,1410.24,2.23,37.16,9.31,8.97,109.52,1
-2.67,18.36,10.58,1802.01,-1.01,15.35,22.03,3.43,50.92,0
-2.42,19.74,18.55,1195.48,-8.65,52.98,19.32,-3.56,121.44,0
14.52,14.36,-0.22,1800.57,9.37,57.74,20.88,3.83,127.88,0
5.77,20.98,7.4,1208.7,2.97,30.25,6.19,19.73,83.58,1
5.94,22.18,7.54,1310.52,3.56,23.19,8.19,10.63,101.26,1
5.83,20.56,6.45,1690.7,4.95,20.43,12.55,14.18,61.96,1
5.91,21.6,8.01,1247.64,4.34,43.41,7.48,18.7,63.48,1
5.38,28.53,-0.19,1806.93,-5.93,58.14,21.39,23.78,123.54,0
6.47,22.2,7.53,1500.69,1.59,30.76,14.92,9.3,85.67,1
13.67,25.13,19.47,1191.99,0.17,12.84,0.19,21.42,59.3,0
5.55,20.71,8.62,1605.87,1.64,38.67,10.32,17.67,89.39,1
-4.18,26.14,5.72,1809.03,0.19,17.67,-4.33,28.61,126.56,0
9.97,32.47,-1.16,1803.87,13.1,14.01,-3.17,2.62,50.47,0
9.99,17.74,18.49,1807.79,6.08,16.76,21.58,21.18,123.4,0
5.7,23.46,9.69,1586.13,4.72,22.44,13.89,15.9,96.36,1
5.57,24.49,8.49,1489.13,2.11,43.43,11.27,15.5,65.49,1
1.31,25.46,0.46,1191.84,12.15,17.31,3.81,20.39,126.42,0
5.7,23.07,7.06,1310.84,3.61,47.36,6.77,18.61,112.62,1
5.95,21.96,7.13,1324.02,1.87,37.04,13.33,11.93,71.77,1
6.31,21.3,7.2,1732.41,1.22,27.37,6.92,7.06,83.46,1
6.25,24.07,8.02,1741.11,2.63,36.9,5.19,10.67,75.69,1
-4.14,25.35,19.37,1198.26,6.84,18.34,-3.89,-4.09,123.36,0
6.16,24.01,6.11,1367.81,3.79,32.37,13.26,10.83,81.3,1
7.49,17.34,13.09,1198.08,-4.0,52.91,17.65,-4.7,124.98,0
8.05,29.72,15.37,1809.9,-1.12,11.24,-1.92,24.6,51.45,0
5.01,17.26,0.32,1192.54,9.65,13.51,-3.67,27.68,51.75,0
6.11,22.0,9.36,1234.71,1.05,40.55,13.95,10.8,69.33,1
6.13,23.03,9.7,1550.47,2.09,26.55,12.17,5.23,117.14,1
-4.47,13.09,4.54,1195.83,-8.72,55.32,-3.79,23.95,123.02,0
6.38,20.91,8.0,1228.2,4.14,49.84,10.51,9.45,94.17,1
9.11,15.58,17.71,1191.89,-3.26,17.49,-0.47,21.49,121.11,0
5.74,20.77,8.92,1400.57,4.81,32.23,9.32,15.23,101.62,1
14.57,16.1,16.13,1806.81,-0.46,52.68,-0.36,23.14,123.99,0
6.89,17.7,13.49,1808.86,-7.74,51.9,17.7,27.78,129.78,0
6.29,24.32,7.97,1614.07,2.81,34.98,14.56,18.26,94.74,1
15.55,30.31,4.1,1802.55,9.66,55.5,0.57,-2.41,53.42,0
0.21,15.36,3.43,1809.22,14.78,52.09,21.47,1.87,127.77,0
6.25,24.99,9.33,1335.81,3.59,29.5,11.6,10.42,86.25,1
5.64,22.98,8.39,1728.85,3.52,42.84,12.49,8.71,96.48,1
1.95,28.18,16.11,1800.1,-1.43,55.95,18.81,29.04,50.36,0
15.25,27.85,16.89,1195.33,6.21,19.5,19.44,4.19,54.82,0
7.27,28.22,11.03,1805.9,-6.19,10.47,-1.41,26.73,123.43,0
14.63,10.3,16.23,1198.96,-3.13,59.93,-4.57,22.45,51.57,0
5.75,22.19,8.55,1501.81,2.48,27.55,5.06,5.29,119.29,1
15.45,35.0,-3.04,1195.33,-1.49,13.15,1.43,-3.08,124.6,0
1.76,31.12,2.56,1196.23,14.65,53.38,-3.23,23.75,51.69,0
13.68,30.39,19.32,1194.2,5.9,54.67,0.64,0.99,54.34,0
1.41,15.53,19.17,1195.15,-5.57,17.17,24.29,26.92,51.27,0
6.28,21.17,8.57,1345.13,1.52,26.55,7.37,13.91,82.54,1
10.6,17.13,3.93,1803.23,-1.26,51.53,1.81,-2.48,125.2,0
-2.53,26.17,5.46,1193.99,-1.65,12.06,2.33,24.37,120.53,0
6.16,24.36,7.03,1314.31,3.07,31.32,13.21,11.23,79.95,1
6.04,21.02,9.74,1305.72,3.31,43.52,10.3,9.44,113.73,1
10.66,26.63,17.82,1807.21,-4.0,11.54,21.63,24.5,51.98,0
6.16,22.16,9.9,1467.44,1.4,43.67,6.33,13.4,73.03,1
3.92,11.43,3.86,1805.69,-0.25,50.17,-2.14,3.94,55.31,0
5.81,24.41,9.1,1743.5,2.88,39.53,13.13,6.32,114.51,1
5.91,23.72,7.94,1515.91,3.19,40.9,10.02,6.32,105.13,1
-2.63,18.55,10.62,1801.52,-3.18,15.13,-2.51,20.31,124.79,0
6.47,23.5,9.53,1368.25,4.62,40.48,9.75,10.63,99.74,1
5.37,14.38,-3.1,1199.45,-9.0,14.72,-0.71,27.89,52.92,0
5.5,20.25,7.86,1782.34,2.17,43.03,11.73,16.98,62.2,1
5.76,24.49,6.58,1492.65,1.25,32.69,8.23,14.62,112.02,1
6.11,24.12,9.5,1222.73,2.63,30.96,11.47,15.95,111.59,1
14.58,28.58,-1.67,1198.71,12.81,12.94,17.53,-0.34,52.31,0
6.11,21.86,7.84,1272.54,2.83,31.89,7.5,6.16,90.68,1
-3.61,33.11,-0.34,1806.3,11.95,57.7,-2.06,-1.15,123.47,0
3.51,11.9,0.07,1191.81,-6.28,58.14,22.6,-2.92,123.12,0
14.71,11.42,-1.34,1808.61,-1.31,19.18,24.1,-4.22,124.5,0
-2.75,27.13,14.48,1195.93,7.99,59.21,1.72,22.45,123.81,0
-1.01,28.34,-3.39,1199.86,6.1,55.3,22.92,1.66,50.12,0
13.91,32.94,11.62,1803.5,9.0,10.23,24.41,26.71,55.43,0
5.55,22.25,6.59,1648.54,2.9,45.0,6.63,17.91,110.55,1
4.61,33.56,1.79,1191.85,-3.16,14.99,1.6,29.91,128.02,0
5.86,21.09,7.69,1713.3,1.52,23.68,12.16,16.67,84.29,1
5.71,23.65,9.46,1776.76,4.93,49.91,10.28,11.7,116.99,1
9.02,29.74,19.27,1199.3,10.2,14.48,1.26,22.02,57.93,0
6.22,22.21,9.97,1751.1,4.05,30.51,13.38,6.95,60.79,1
6.41,23.37,6.74,1563.95,1.86,30.42,8.26,5.99,93.01,1
5.58,21.15,7.24,1331.56,3.11,20.83,14.1,8.88,90.08,1
3.48,16.06,11.71,1805.8,12.21,59.14,1.44,0.74,55.65,0
6.43,21.39,7.48,1696.59,4.49,38.67,7.02,19.66,90.41,1
7.24,33.54,15.14,1807.84,-0.17,17.69,4.52,-3.83,51.21,0
16.23,10.78,13.58,1196.76,-4.79,14.0,20.4,27.82,121.93,0
5.63,21.33,9.0,1726.5,3.61,32.39,14.99,16.67,95.03,1
5.93,23.59,6.49,1374.17,3.8,46.31,10.63,12.86,119.71,1
5.93,23.1,7.15,1750.6,1.28,22.55,11.3,14.23,106.46,1
6.09,24.21,6.02,1786.48,1.17,31.82,5.55,16.15,70.79,1
6.33,23.2,6.17,1477.09,4.62,39.14,9.86,10.63,78.53,1
0.47,26.78,16.61,1803.8,-8.71,53.41,3.18,4.44,59.81,0
9.51,19.3,12.63,1809.39,-3.78,52.88,-3.66,0.01,55.46,0
5.68,22.62,8.01,1683.26,1.71,49.78,6.31,7.73,87.77,1
5.52,20.16,8.71,1646.59,4.08,22.75,14.69,18.26,88.78,1
11.8,26.81,17.21,1194.71,13.19,12.47,0.45,-4.68,54.49,0
12.71,13.84,4.33,1194.82,-1.38,52.39,19.5,20.37,53.24,0
8.38,26.94,17.35,1803.3,-6.38,59.02,-3.5,28.71,58.42,0
5.63,24.05,7.94,1307.84,2.69,34.36,6.79,7.24,104.28,1
12.54,27.01,-3.51,1801.02,-1.53,55.16,15.18,2.82,58.98,0
5.77,22.82,6.88,1399.61,3.68,22.96,11.05,18.67,83.68,1
2.66,15.76,-0.64,1801.81,5.84,58.28,-0.86,25.53,52.42,0
6.04,23.24,8.53,1761.43,4.27,32.37,11.54,10.28,75.87,1
6.04,24.72,6.68,1435.77,3.41,32.34,11.28,6.74,92.13,1
6.12,23.99,9.41,1512.59,4.13,24.29,6.66,19.27,104.41,1
3.43,28.79,1.82,1807.85,-0.84,54.28,19.39,-1.22,120.34,0
10.78,17.13,3.32,1190.09,-1.36,56.66,21.08,23.94,124.79,0
5.86,22.54,6.54,1336.36,2.01,20.46,6.77,13.29,116.99,1
5.99,24.28,9.24,1683.75,2.41,28.11,11.9,7.99,96.24,1
6.27,20.19,6.61,1447.46,4.65,39.54,10.16,15.0,69.27,1
-3.31,16.22,3.97,1198.98,-1.04,18.41,0.13,27.96,126.29,0
5.59,20.92,8.65,1555.44,2.42,23.46,12.37,17.48,86.82,1
5.72,21.5,6.24,1397.27,2.35,47.65,6.31,10.1,83.87,1
-0.87,30.46,-0.9,1802.12,-6.31,54.02,23.62,24.34,53.85,0
3.87,16.01,5.76,1193.41,-6.61,51.32,1.61,29.58,128.0,0
-3.56,14.8,11.55,1199.71,5.73,16.06,23.15,-3.44,56.23,0
5.89,22.53,8.32,1581.13,3.48,31.46,14.14,8.01,88.44,1
7.79,10.71,4.29,1191.75,10.53,53.59,1.16,2.52,58.88,0
2.15,34.61,12.62,1804.46,-7.99,52.62,2.32,0.51,121.29,0
5.1,27.62,2.84,1804.85,8.21,18.04,15.12,-3.86,120.96,0
11.86,13.45,1.0,1196.39,11.12,17.07,2.62,2.79,59.33,0
7.43,16.97,11.31,1195.44,-5.02,10.04,-4.92,26.16,126.93,0
5.6,23.17,6.86,1576.46,4.87,28.88,9.38,18.19,119.25,1
6.29,22.47,7.34,1325.27,4.81,24.46,5.39,6.5,105.51,1
5.59,22.04,7.42,1510.51,2.42,37.49,5.54,18.2,84.59,1
5.59,24.69,8.93,1723.83,4.55,38.03,7.55,6.21,72.27,1
5.75,23.41,9.7,1366.79,3.96,32.19,10.7,10.06,109.92,1
10.57,15.9,12.93,1193.06,10.23,53.34,22.21,21.27,121.79,0
8.55,16.33,14.73,1196.9,6.3,10.39,22.06,2.81,126.38,0
5.78,20.98,7.1,1781.12,3.86,32.77,9.99,15.1,94.28,1
6.01,23.11,7.96,1418.04,3.35,44.92,11.8,9.79,68.65,1
6.19,21.61,8.47,1568.48,3.48,34.31,8.13,9.41,97.69,1
2.24,28.03,18.39,1801.8,5.71,55.02,4.43,23.43,128.2,0
11.91,15.22,1.62,1197.57,7.51,54.02,23.83,-1.21,126.34,0
6.05,21.39,7.79,1305.85,1.53,29.9,13.95,7.59,100.62,1
0.66,29.53,0.71,1808.58,5.13,15.74,4.28,-0.59,52.33,0
5.56,21.94,6.29,1487.14,2.12,37.62,9.35,6.86,61.36,1
9.42,11.24,-0.79,1800.88,0.63,10.87,24.19,0.21,123.31,0
6.08,24.27,8.73,1395.14,3.53,33.22,14.67,10.53,81.29,1
14.03,26.78,13.83,1193.67,10.45,10.26,22.12,29.41,129.36,0
14.05,27.79,-0.24,1197.53,-5.23,56.03,23.94,3.5,124.39,0
1.84,10.39,-3.45,1192.63,-5.42,18.09,21.56,-2.01,120.57,0
6.29,23.1,8.42,1499.71,2.36,25.92,13.44,15.15,119.55,1
5.82,24.71,8.43,1279.78,1.05,42.11,7.05,7.64,64.8,1
6.16,24.48,7.72,1460.27,2.32,25.9,12.66,11.33,79.18,1
1.11,15.09,15.59,1190.86,7.92,52.75,1.39,24.85,125.71,0
5.71,20.32,9.82,1224.03,3.73,34.48,10.96,15.47,102.51,1
11.06,11.1,1.83,1199.33,10.02,14.37,-0.43,26.94,54.61,0
5.51,20.34,8.64,1475.44,1.66,31.3,9.88,7.65,101.43,1
13.81,33.56,15.5,1802.38,6.22,56.18,18.49,20.26,56.55,0
-3.32,14.38,0.96,1808.0,5.34,15.33,18.32,24.99,53.24,0
16.13,25.54,13.47,1195.88,-6.03,51.2,-4.34,21.23,125.87,0
6.31,20.48,8.9,1591.45,2.98,29.32,6.02,14.33,113.02,1
6.21,23.13,8.15,1744.29,4.19,25.22,8.62,16.85,68.95,1
6.2,20.29,7.5,1350.16,3.43,29.71,12.37,6.56,85.13,1
6.46,20.45,6.48,1265.53,2.2,24.61,13.0,15.55,89.52,1
5.77,21.55,7.75,1220.09,2.16,26.4,14.1,6.69,78.02,1
6.3,23.01,6.65,1221.55,4.82,29.75,5.07,14.77,74.04,1
13.79,12.82,-2.36,1197.98,11.57,58.96,15.23,-3.12,127.96,0
16.05,12.66,3.27,1193.19,10.4,54.27,-4.67,3.12,126.88,0
5.89,24.7,8.47,1799.86,2.52,33.44,6.66,9.72,75.42,1
2.17,12.17,-3.35,1193.49,13.09,13.97,22.66,29.75,123.42,0
6.24,24.63,9.6,1794.45,4.64,30.44,14.84,13.79,89.26,1
13.35,29.93,-0.9,1193.27,9.37,11.04,-0.54,27.12,123.29,0
5.58,23.97,6.45,1214.43,1.03,49.66,9.83,16.37,77.21,1
-1.86,34.25,14.17,1195.33,7.21,14.32,-0.85,2.59,57.14,0
10.3,10.67,4.07,1192.03,0.84,51.43,19.58,21.94,58.12,0
9.78,16.51,14.8,1802.27,-7.26,14.15,-1.72,-1.34,128.5,0
6.2,24.06,8.39,1744.99,1.66,39.09,9.81,12.37,89.12,1
-1.62,27.42,-0.14,1804.8,5.42,14.65,-4.46,-4.8,51.96,0
6.35,21.58,9.65,1391.72,2.36,41.56,9.17,16.19,114.51,1
6.26,20.79,9.65,1331.1,2.35,32.5,14.81,18.17,83.76,1
5.85,20.97,8.82,1498.96,2.62,30.43,12.64,7.44,117.27,1
-0.89,19.73,-1.52,1801.61,-8.18,50.18,-1.6,24.84,50.48,0
10.76,18.51,5.04,1191.37,13.8,52.41,16.5,21.01,127.08,0
5.79,24.42,8.47,1369.62,1.21,32.81,5.66,10.05,94.43,1
14.36,19.9,1.36,1190.53,14.59,13.24,4.05,23.61,50.73,0
6.42,23.27,9.02,1462.55,2.37,28.1,12.72,7.58,113.17,1
-2.65,12.07,10.85,1807.1,10.47,54.76,-3.88,27.34,52.97,0
5.64,23.46,7.95,1532.79,4.58,24.08,8.27,13.43,113.11,1
15.88,32.28,15.32,1190.1,0.33,56.75,15.77,28.05,126.45,0
6.27,22.92,8.49,1532.57,4.47,20.6,6.06,11.54,98.14,1
5.96,22.55,9.92,1652.58,2.65,24.22,8.11,12.34,116.53,1
-3.39,10.7,0.62,1807.29,-2.01,50.44,0.35,22.78,129.75,0
6.25,20.76,8.46,1454.62,3.94,47.33,7.25,10.79,89.71,1
15.94,11.09,1.5,1801.32,7.4,53.15,15.8,27.23,54.86,0
6.13,24.69,8.02,1709.03,5.0,24.62,8.71,10.23,108.46,1
6.25,22.89,7.16,1530.95,3.29,29.63,10.01,11.71,104.5,1
5.73,22.03,8.95,1692.39,4.05,42.53,13.39,15.12,103.72,1
6.1,23.52,7.01,1568.19,2.48,28.65,12.03,19.41,100.99,1
2.98,12.1,-2.76,1194.13,11.85,11.59,-4.17,-2.58,124.3,0
12.67,28.44,0.37,1801.8,6.79,15.02,19.51,0.64,124.22,0
13.62,30.36,0.3,1199.54,-2.11,55.25,4.88,-2.77,128.08,0
6.2,23.66,8.35,1755.13,3.29,31.91,7.17,8.96,102.86,1
0.38,18.44,0.66,1198.12,12.41,59.13,-3.97,3.28,124.44,0
6.23,20.33,8.6,1612.37,3.38,34.37,10.63,13.93,81.1,1
-3.02,27.57,17.62,1805.78,13.92,52.79,24.17,25.72,57.04,0
5.81,22.55,7.19,1260.25,3.61,27.56,7.2,8.15,83.17,1
-1.44,17.95,16.12,1194.29,13.63,18.01,23.24,22.24,52.68,0
5.97,23.47,6.56,1642.25,3.43,27.66,12.52,15.56,106.38,1
-0.47,11.22,-1.85,1190.97,-0.25,50.28,16.67,3.41,123.16,0
1.8,14.21,11.6,1195.8,7.03,51.23,1.21,27.47,54.22,0
2.71,13.25,14.97,1805.08,6.83,55.86,24.2,0.18,120.35,0
6.36,24.7,9.91,1244.36,1.44,41.67,9.95,12.33,81.57,1
5.58,24.45,8.13,1777.82,4.94,35.57,6.11,17.46,101.99,1
5.53,21.64,8.34,1351.08,3.66,37.7,6.81,17.4,88.38,1
6.42,23.54,8.37,1215.79,4.27,39.03,5.83,10.52,82.41,1
4.61,14.82,12.56,1807.42,14.22,57.01,23.08,24.55,51.0,0
5.55,22.98,6.91,1755.82,4.24,25.98,5.88,16.53,118.27,1
-3.94,13.57,12.62,1190.41,7.92,13.19,15.57,23.7,126.81,0
6.46,21.67,7.72,1309.23,1.53,37.81,8.31,6.21,106.2,1
6.35,22.64,9.08,1545.1,3.56,37.03,9.33,11.0,74.48,1
4.55,16.2,12.35,1809.97,13.19,55.02,15.54,3.09,51.64,0
4.96,11.44,-0.97,1803.53,-6.97,52.87,4.58,3.72,128.84,0
1.63,30.98,14.14,1809.96,-4.19,13.15,22.69,-3.24,126.43,0
6.16,23.91,7.57,1354.07,3.05,44.04,12.25,8.03,82.86,1
5.65,22.4,7.57,1424.77,1.49,37.28,6.98,10.28,71.15,1
6.02,20.79,9.66,1254.0,2.49,41.77,12.02,5.67,74.65,1
5.8,22.52,9.38,1686.12,1.66,41.37,8.97,14.42,70.34,1
-0.38,18.87,0.29,1193.9,-7.78,10.87,23.93,-2.76,53.07,0
5.65,20.78,8.97,1209.68,3.9,38.67,12.64,10.47,103.98,1
6.12,22.01,7.47,1564.54,1.38,36.48,14.75,19.5,97.96,1
4.99,16.63,16.13,1809.4,-4.79,13.91,22.77,-2.97,50.51,0
5.51,22.04,6.82,1224.62,2.94,31.68,5.33,18.99,94.17,1
14.0,10.87,-3.46,1197.01,-1.52,55.39,0.9,-4.6,128.33,0
6.07,22.09,9.97,1449.75,4.67,43.73,14.76,9.13,69.05,1
2.6,29.88,0.62,1198.85,-7.13,50.44,1.66,-1.07,127.51,0
16.38,18.54,-1.77,1193.77,6.3,51.73,-1.21,28.65,125.26,0
5.56,22.49,7.59,1338.11,4.04,48.88,13.88,8.2,88.08,1
8.28,12.23,13.83,1801.7,12.55,19.15,22.97,27.99,121.31,0
15.66,14.47,1.34,1191.16,6.74,56.34,2.86,20.58,126.37,0
6.05,24.81,8.33,1250.47,3.74,23.02,7.88,8.32,95.58,1
8.21,18.09,14.37,1192.25,-8.07,18.34,-2.85,25.74,50.04,0
6.26,21.75,8.2,1391.71,1.78,36.93,7.13,18.52,114.54,1
3.07,34.01,14.72,1802.79,10.7,17.06,-1.15,28.88,129.8,0
12.54,26.27,5.68,1804.14,-6.9,13.89,19.69,20.38,123.53,0
5.8,20.34,6.85,1706.76,2.8,31.26,14.8,19.96,83.69,1
6.49,20.96,9.68,1454.43,2.37,26.66,14.6,17.38,108.27,1
-1.68,14.64,1.47,1801.52,-1.28,50.86,24.18,23.84,51.29,0
6.03,24.3,6.67,1628.68,1.6,46.41,9.6,14.58,77.1,1
-0.05,34.71,4.8,1801.05,-5.89,57.74,3.95,20.33,51.73,0
6.1,22.11,7.47,1259.62,2.22,30.67,14.08,17.56,94.13,1
5.85,20.82,7.09,1301.99,4.37,32.55,12.12,17.05,96.67,1
6.3,21.7,6.15,1541.07,4.99,40.5,13.97,13.81,92.46,1
7.07,18.47,18.45,1197.84,12.99,54.96,19.36,23.16,58.69,0
5.71,23.4,8.93,1697.95,3.72,41.99,14.58,15.0,75.76,1
1.55,14.27,4.11,1806.12,-8.12,51.81,15.55,24.65,122.69,0
1.64,26.67,3.23,1803.61,-0.06,10.95,0.5,21.7,129.33,0
12.43,12.75,12.05,1808.0,-1.09,54.43,-3.59,2.97,125.91,0
5.67,21.72,6.38,1715.56,2.8,33.69,12.02,17.26,72.73,1
6.26,20.57,9.74,1272.83,3.7,46.07,12.77,6.44,89.09,1
15.86,14.15,19.99,1808.04,-7.08,19.15,3.26,29.59,57.59,0
7.8,15.88,-3.06,1801.94,-3.64,16.69,18.34,-1.2,51.98,0
5.63,24.6,9.08,1421.8,3.42,48.06,7.67,7.27,113.11,1
13.62,33.7,13.61,1195.8,-1.88,19.39,24.56,-3.03,127.22,0
14.34,12.59,13.54,1192.46,14.69,10.77,19.68,-0.37,127.13,0
5.94,21.09,8.75,1235.54,2.2,47.1,12.96,9.7,64.67,1
6.46,23.38,9.89,1235.81,3.25,40.81,11.64,12.06,69.06,1
0.2,27.78,2.25,1803.45,8.23,11.49,24.02,-0.47,50.54,0
0.87,26.47,-1.82,1197.63,6.26,53.76,-4.2,3.96,122.26,0
